retrieval,study_ref,microbe,bacteria.code,exposed.R,syndrome,first author(s),study year,study period,study type,country,n_exposed,n_nonexposed,los,review_marker,cost_year,cost_currency,measure,se.measure,avexp,lowexp,highexp,otherexp,avnon,lownon,highnon,othernon,p,minexp,maxexp,minnon,maxnon,pvalue_flag,notes,both_los_cost,unique_id_4both,FLAG_COMPLETE,FLAG_MONEY,FLAG_EXPOSED<NON
zhen_45,"Song X, Perencevich E, Campos J, Short BL, Singh N. Clinical and economic
impact of methicillin-resistant Staphylococcus aureus colonization or
infection on neonates in intensive care units. Infect Control Hosp Epidemiol.
2010;31:177–82.",Staphylococcus aureus,sau,methicillin,COL,Song,2010,09/2004-03/2008.,Cohort,USA,128,2089,1,DRI,,,excess,95ci,1.059,4.8,13.2,,,,,,,,,,,,"Neonates in ICU, infection, p<0.001",1,101,FALSE,FALSE,FALSE
cassini_169,"Soriano A, Martinez JA, Mensa J, et al. Pathogenic significance of methicillin resistance for patients with Staphylococcus aureus bacteremia. Clinical infectious diseases : an official publication of the Infectious Diseases Society of America. Feb 2000;30(2):368-373.",Staphylococcus aureus,sau,methicillin,BSI,Soriano,2001,01/91-12/98,Cohort study,Spain,163,163,1,AMR,,,mean,pvalue,15,,,,11,,,,0.1,,,,,,"pre-existing
comorbidities
, underlying
disease, LOS,
and age",0,0,FALSE,FALSE,FALSE
cassini_197,"Spindel SJ, Strausbaugh LJ, Jacobson C. Infections caused by Staphylococcus aureus in a Veterans' Affairs nursing home care unit: a 5-year experience. Infection control and hospital epidemiology. Apr 1995;16(4):217-223.",Staphylococcus aureus,sau,methicillin,INF,Spindel,1995,01/87-12/91,Observational,USA,20,48,1,AMR,,,mean,pvalue,15,,,,12,,,,0.5,,,,,,gives count breakdown of source,0,0,FALSE,FALSE,FALSE
naylor_188,"Stewardson A, Fankhauser C, De Angelis G, Rohner P, Safran E, Schrenzel J, et al. Burden of bloodstream infection caused by extended-spectrum ?-lactamase-producing enterobacteriaceae determined using multistate modeling at a Swiss University Hospital and a nationwide predictive model. Infection control and hospital epidemiology?: the official journal of the Society of Hospital Epidemiologists of America. 2013;34:133–43. ",Enterobacteriaceae,ent,ESBL,BSI,Stewardson,2013,2009,Cohort,Switzerland,49,49,0,AMR,2009,CHF,excess_median,IQR,24576,14309,47264,,,,,,0.136,,,,,,"median excess, matched on Age, Sex, and Diagnosis-Related Group",1,48,FALSE,FALSE,FALSE
naylor_188,"Stewardson A, Fankhauser C, De Angelis G, Rohner P, Safran E, Schrenzel J, et al. Burden of bloodstream infection caused by extended-spectrum ?-lactamase-producing enterobacteriaceae determined using multistate modeling at a Swiss University Hospital and a nationwide predictive model. Infection control and hospital epidemiology?: the official journal of the Society of Hospital Epidemiologists of America. 2013;34:133–43. ",Enterobacteriaceae,ent,ESBL,BSI,Stewardson,2013,2009,Cohort,Switzerland,49,49,1,AMR,,,excess_median,IQR,10,5,20,,,,,,0.006,,,,,,"median excess, matched on Age, Sex, and Diagnosis-Related Group",1,48,FALSE,FALSE,FALSE
naylor_188,"Stewardson A, Fankhauser C, De Angelis G, Rohner P, Safran E, Schrenzel J, et al. Burden of bloodstream infection caused by extended-spectrum ?-lactamase-producing enterobacteriaceae determined using multistate modeling at a Swiss University Hospital and a nationwide predictive model. Infection control and hospital epidemiology?: the official journal of the Society of Hospital Epidemiologists of America. 2013;34:133–43. ",Enterobacteriaceae,ent,ESBL,BSI,Stewardson,2013,2009,Cohort,Switzerland,30,96,1,AMR,,,mean,95ci,9.4,0.4,18.4,,2.6,-0.7,5.9,,,,,,,,multistate model comparing ESBL and non-ESBL to non-infected,0,0,FALSE,FALSE,FALSE
naylor_188,"Stewardson A, Fankhauser C, De Angelis G, Rohner P, Safran E, Schrenzel J, et al. Burden of bloodstream infection caused by extended-spectrum ?-lactamase-producing enterobacteriaceae determined using multistate modeling at a Swiss University Hospital and a nationwide predictive model. Infection control and hospital epidemiology?: the official journal of the Society of Hospital Epidemiologists of America. 2013;34:133–43. ",Enterobacteriaceae,ent,ESBL,BSI,Stewardson,2013,2009,Cohort,Switzerland,30,42476,1,DRI,,,excess,95ci,9.4,0.4,18.4,,,,,,,,,,,,"multistate model on timing of infection, mean excess against non-infected (n=",0,0,FALSE,FALSE,FALSE
cassini_161,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Enterobacteriaceae,ent,3g cephalosporins,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,360,2100,1,AMR,,,excess,95ci,3.53,2.08,4.98,,,,,,,,,,,,compared both to non-infected,1,45,FALSE,FALSE,FALSE
wozniak_24,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Enterobacteriaceae,ent,3g cephalosporins,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,360,2100,0,AMR,2011,EUR,excess,95ci,3200,1600,6000,,,,,,,,,,,,accounting,1,45,FALSE,FALSE,FALSE
cassini_161,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Staphylococcus aureus,sau,methicillin,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,163,885,1,AMR,,,excess,95ci,1.77,-0.51,4.05,,,,,,,,,,,,note compared to non-infected first to then estimate excess values,1,46,FALSE,FALSE,FALSE
wozniak_24,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Staphylococcus aureus,sau,methicillin,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,163,885,0,AMR,2011,EUR,excess,95ci,1600,-700,5000,,,,,,,,,,,,accounting,1,46,FALSE,FALSE,FALSE
cassini_161,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Staphylococcus aureus,sau,methicillin,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,163,604797,1,DRI,,,excess,95ci,12.22,9.89,14.55,,,,,,,,,,,,note compared to non-infected first to then estimate excess values,0,0,FALSE,FALSE,FALSE
cassini_161,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Staphylococcus aureus,sau,methicillin,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,163,604797,0,DRI,2011,EUR,excess,95ci,11000,6600,19000,,,,,,,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_161,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Enterobacteriaceae,ent,3g cephalosporins,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,360,603972,1,DRI,,,excess,95ci,7.91,6.66,9.16,,,,,,,,,,,,compared both to non-infected,0,0,FALSE,FALSE,FALSE
cassini_161,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Enterobacteriaceae,ent,3g cephalosporins,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,360,603972,0,DRI,2011,EUR,excess,95ci,7300,4300,12000,,,,,,,,,,,,,0,0,FALSE,FALSE,FALSE
wozniak_24,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Enterobacteriaceae,ent,3g cephalosporins,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,360,2100,0,AMR,2011,EUR,excess,95ci,250,60,1100,,,,,,,,,,,,opportunity cost,0,0,FALSE,FALSE,FALSE
wozniak_24,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Staphylococcus aureus,sau,methicillin,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,163,885,0,AMR,2011,EUR,excess,95ci,120,-60,740,,,,,,,,,,,,opportunity cost,0,0,FALSE,FALSE,FALSE
wozniak_24,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Enterobacteriaceae,ent,3g cephalosporins,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,360,2100,0,DRI,2011,EUR,excess,95ci,560,140,2300,,,,,,,,,,,,opportunity cost,0,0,FALSE,FALSE,FALSE
wozniak_24,"Stewardson AJ, Allignol A, Beyersmann J, et al. The health and economic burden of bloodstream infections caused by antimicrobial-susceptible and non-susceptible Enterobacteriaceae and Staphylococcus aureus in European hospitals, 2010 and 2011: A multicentre retrospective cohort study. Eurosurveillance. 2016;21(33).",Staphylococcus aureus,sau,methicillin,BSI,Stewardson,2016,01/20-12/12,Multicentre retrospective cohort study,Europe,163,885,0,DRI,2011,EUR,excess,95ci,890,220,3600,,,,,,,,,,,,opportunity cost,0,0,FALSE,FALSE,FALSE
cassini_322,"Stosor V, Peterson LR, Postelnick M, Noskin GA. Enterococcus faecium bacteremia: does vancomycin resistance make a difference? Arch Intern Med. Mar 9 1998;158(5):522-527.",Enterococcus faecium,efa,vancomycin,BSI,Stosor,1998,1992 - 1995,Retrospective comparative,USA,21,32,0,AMR,1995,USD,mean,pvalue,83897,,,,56707,,,,0.04,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_259,"Suarez C, Pena C, Gavalda L, et al. Influence of carbapenem resistance on mortality and the dynamics of mortality in Pseudomonas aeruginosa bloodstream infection. International journal of infectious diseases : IJID : official publication of the International Society for Infectious Diseases. Sep 2010;14 Suppl 3:e73-78.",Pseudomonas aeruginosa,pae,carbapenems,BSI,Suarez,2010,01/05-12/05,Retrospective cohort study,Spain,33,88,1,AMR,,,mean,range,19,2,98,,9,2,56,,0.03,,,,,,,0,0,FALSE,FALSE,FALSE
founou_61,"Superti SV, Augusti G, Zavascki AP. Risk factors for and mortality of extended-spectrum-beta-lactamase-
producing Klebsiella pneumoniae and Escherichia coli nosocomial bloodstream infections. Rev
Inst Med Trop Sao Paulo. 2009; 51(4):211±6. PMID: 19739001",Enterobacteriaceae,ent,ESBL,BSI,Superti,2009,06/2004-03/2006,Case-control,Thailand,51,94,1,AMR,,,mean,sd,26,,,20,16,,,16,0.002,,,,,,"Nosocomial, adults",0,0,FALSE,FALSE,FALSE
cassini_10,"Tal-Jasper R, Katz DE, Amrami N, et al. Clinical and epidemiological significance of carbapenem resistance in Acinetobacter baumannii infections. Antimicrobial agents and chemotherapy. 2016;60(5):3127-3131.",Acinetobacter baumannii,aba,carbapenems,BSI,Tal-Jasper,2016,01/07-12/12,Retrospective cohort study,Israel,149,91,1,AMR,,,median,IQR,21,10.8,39.5,,10,7,20.5,,,,,,,,,0,0,FALSE,FALSE,FALSE
zhen_29,"Taneja C, Haque N, Oster G, Shorr AF, Zilber S, Kyan PO, et al. Clinical and
economic outcomes in patients with community-acquired Staphylococcus
aureus pneumonia. J Hosp Med. 2010;5:528–34.",Staphylococcus aureus,sau,methicillin,RTI,Taneja,2010,01/2005-05/2008,Cohort,USA,55,73,0,AMR,2008,USD,mean,sd,117489,,,132164,135784,,,170046,0.51,,,,,,"community-associated pneumonia, some information taken from the abstract",0,0,FALSE,FALSE,TRUE
zhen_29,"Taneja C, Haque N, Oster G, Shorr AF, Zilber S, Kyan PO, et al. Clinical and
economic outcomes in patients with community-acquired Staphylococcus
aureus pneumonia. J Hosp Med. 2010;5:528–34.",Staphylococcus aureus,sau,methicillin,RTI,Taneja,2010,01/2005-05/2008,Cohort,USA,55,73,1,AMR,,,mean,sd,18.2,,,16.6,16.4,,,15,0.525,,,,,,,0,0,FALSE,FALSE,FALSE
naylor_196,"Thampi N, Showler A, Burry L, Bai AD, Steinberg M, Ricciuto DR, et al. Multicenter study of health care cost of patients admitted to hospital with Staphylococcus aureus bacteremia: Impact of length of stay and intensity of care. American Journal of Infection Control. Elsevier Inc; 2015;43:739–44. ",Staphylococcus aureus,sau,methicillin,BSI,Thampi,2015,04/07-03/10,Cohort,Canada,58,337,1,AMR,,,median,IQR,22.5,7.5,37.5,,14,9,25,,0.0951,,,,,,>=18 years old,1,22,FALSE,FALSE,FALSE
zhen_40,"Thampi N, Showler A, Burry L, Bai AD, Steinberg M, Ricciuto DR, et al.
Multicenter study of health care cost of patients admitted to hospital with
Staphylococcus aureus bacteremia: impact of length of stay and intensity of
care. Am J Infect Control. 2015;43:739–44.",Staphylococcus aureus,sau,methicillin,BSI,Thampi,2015,04/07-03/10,Cohort,Canada,58,337,0,AMR,2010,CAD,excess,IQR,18711,8994,39863,,11558,6744,27763,,0.0294,,,,,,>=18 years old,1,22,FALSE,FALSE,FALSE
founou_62,"Thatrimontrichai A, Apisarnthanarak A, Chanvitan P, Janjindamai W, Dissaneevate S, Maneenil G.
Risk factors and outcomes of carbapenem-resistant Acinetobacter baumannii bacteremia in neonatal
intensive care unit: a case-case-control study. The Pediatric infectious disease journal. 2013; 32
(2):140±5. https://doi.org/10.1097/INF.0b013e318270b108 PMID: 22935872",Acinetobacter baumannii,aba,carbapenems,BSI,Thatrimontrichai,2013,01/1991-12/2010 ,Case-case-control study,Thailand,14,38,1,AMR,,,mean,range,34,2,206,,53.5,3,188,,,,,,,,neonates in ICU,0,0,FALSE,FALSE,TRUE
founou_62,"Thatrimontrichai A, Apisarnthanarak A, Chanvitan P, Janjindamai W, Dissaneevate S, Maneenil G.
Risk factors and outcomes of carbapenem-resistant Acinetobacter baumannii bacteremia in neonatal
intensive care unit: a case-case-control study. The Pediatric infectious disease journal. 2013; 32
(2):140±5. https://doi.org/10.1097/INF.0b013e318270b108 PMID: 22935872",Acinetobacter baumannii,aba,carbapenems,BSI,Thatrimontrichai,2013,01/1991-12/2010 ,Case-case-control study,Thailand,14,44,1,DRI,,,median,range,34,2,206,,24.5,1,102,,,,,,,,neonates in ICU,0,0,FALSE,FALSE,FALSE
cassini_11,"Thatrimontrichai A, Techato C, Dissaneevate S, et al. Risk factors and outcomes of carbapenem-resistant Acinetobacter baumannii ventilator-associated pneumonia in the neonate: A case-case-control study. Journal of Infection and Chemotherapy. 2016;22(7):444-449.",Acinetobacter baumannii,aba,carbapenems,RTI,Thatrimontrichai,2016,01/09-12/14,Case-case-control study,Thailand,63,13,1,AMR,,,median,range,51,5,287,,42,24,104,,,,,,,,"neonates in ICU, adapted from extraction based on original paper",1,23,FALSE,FALSE,FALSE
cassini_11,"Thatrimontrichai A, Techato C, Dissaneevate S, et al. Risk factors and outcomes of carbapenem-resistant Acinetobacter baumannii ventilator-associated pneumonia in the neonate: A case-case-control study. Journal of Infection and Chemotherapy. 2016;22(7):444-449.",Acinetobacter baumannii,aba,carbapenems,RTI,Thatrimontrichai,2016,01/09-12/14,Case-case-control study,Thailand,63,25,1,DRI,,,median,range,51,5,287,,41,16,210,,,,,,,,neonates in ICU,0,0,FALSE,FALSE,FALSE
founou_19,"Thatrimontrichai A, Techato C, Dissaneevate S, Janjindamai W, Gunlawadee M, Supika K, et al. Risk
factors and outcomes of carbapenem-resistant Acinetobacter baumannii ventilator-associated pneumonia
in the neonate: A case-case-control study. Journal of Infection and Chemotherapy. 2016; 22(7±
8):444±9.",Acinetobacter baumannii,aba,carbapenems,RTI,Thatrimontrichai,2016,01/09-12/14,Case-case-control study,Thailand,63,13,0,AMR,2014,USD,median,range,11773.3,2174,45618.2,,9735.6,5260.8,24146.2,,,,,,,,,1,23,FALSE,FALSE,FALSE
cassini_11,"Thatrimontrichai A, Techato C, Dissaneevate S, Janjindamai W, Gunlawadee M, Supika K, et al. Risk
factors and outcomes of carbapenem-resistant Acinetobacter baumannii ventilator-associated pneumonia
in the neonate: A case-case-control study. Journal of Infection and Chemotherapy. 2016; 22(7±
8):444±9.",Acinetobacter baumannii,aba,carbapenems,RTI,Thatrimontrichai,2016,01/09-12/14,Case-case-control study,Thailand,63,25,0,DRI,2014,USD,median,range,11773.3,2174,45618.2,,7797.9,3873,33574.1,,,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_227,"Theodorou P, Lefering R, Perbix W, et al. Staphylococcus aureus bacteremia after thermal injury: the clinical impact of methicillin resistance. Burns : journal of the International Society for Burn Injuries. May 2013;39(3):404-412.",Staphylococcus aureus,sau,methicillin,BSI,Theodorou,2013,01/89-12/11,Retrospective cohort study,Germany,33,41,1,AMR,,,median,pvalue,28.5,,,,21,,,,0.32,,,,,,burn patients,0,0,FALSE,FALSE,FALSE
cassini_245,"Tosh PK, Bulens SN, Nadle J, et al. Characterization of hospitalized community-onset staphylococcus aureus lower respiratory tract infections among generally healthy persons 50 years of age or younger. Infectious Diseases in Clinical Practice. 2013;21(6):359-365.",Staphylococcus aureus,sau,methicillin,RTI,Tosh,2013,09/08-08/10,Retrospective study,USA,42,52,1,AMR,,,median,pvalue,9,,,,6,,,,0.04,,,,,,all patients had lower respiratory tract infection (LRI),0,0,FALSE,FALSE,FALSE
cassini_69,"Tumbarello M, Spanu T, Di Bidino R, et al. Costs of bloodstream infections caused by Escherichia coli and influence of extended-spectrum-beta-lactamase production and inadequate initial antibiotic therapy. Antimicrobial agents and chemotherapy. Oct 2010;54(10):4085-4091.",Escherichia coli,eco,ESBL,BSI,Tumbarello,2010,01/06-12/06,Retrospective cohort study,Italy,37,97,1,AMR,,,mean,sd,20,,,17,13,,,9,,,,,,,,1,44,FALSE,FALSE,FALSE
zhen_81,"Tumbarello M, Spanu T, Di Bidino R, et al. Costs of bloodstream infections caused by Escherichia coli and influence of extended-spectrum-beta-lactamase production and inadequate initial antibiotic therapy. Antimicrobial agents and chemotherapy. Oct 2010;54(10):4085-4091.",Escherichia coli,eco,ESBL,BSI,Tumbarello,2010,01/06-12/06,Retrospective cohort study,Italy,37,97,0,AMR,2006,USD,mean,sd,13709,,,16312,8683,,,6683,0.03,,,,,,,1,44,FALSE,FALSE,FALSE
cassini_143,"Tumbarello M, Spanu T, Sanguinetti M, et al. Bloodstream infections caused by extended-spectrum-beta-lactamase-producing Klebsiella pneumoniae: risk factors, molecular epidemiology, and clinical outcome. Antimicrobial agents and chemotherapy. Feb 2006;50(2):498-504.",Klebsiella pneumoniae,kpn,3g cephalosporins,BSI,Tumbarello,2006,01/99-12/03,Case-control study,Italy,48,99,1,AMR,,,mean,sd,34,,,20,31,,,17,,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_260,"Tuon FF, Gortz LW, Rocha JL. Risk factors for pan-resistant Pseudomonas aeruginosa bacteremia and the adequacy of antibiotic therapy. The Brazilian journal of infectious diseases : an official publication of the Brazilian Society of Infectious Diseases. Jul-Aug 2012;16(4):351-356.",Pseudomonas aeruginosa,pae,carbapenems,BSI,"Tuon",2012,"01/06-01/09","Case-control study",Brazil,29,48,1,AMR,,,mean,sd,43,,,31.7,43.1,,,31.2,0.987,,,,,,,0,0,FALSE,FALSE,TRUE
cassini_152,"Tuon FF, Kruger M, Terreri M, Penteado-Filho SR, Gortz L. Klebsiella ESBL bacteremia-mortality and risk factors. The Brazilian journal of infectious diseases : an official publication of the Brazilian Society of Infectious Diseases. Nov-Dec 2011;15(6):594-598.",Klebsiella pneumoniae,kpn,3g cephalosporins,BSI,Tuon,2010,01/06-01/09,Cohort study,Brazil,63,41,1,AMR,,,mean,sd,52.2,,,39.6,36,,,29.4,,,,,,,,0,0,FALSE,FALSE,FALSE
cassini_84,"Van Aken S, Lund N, Ahl J, Odenholt I, Tham J. Risk factors, outcome and impact of empirical antimicrobial treatment in extended-spectrum beta-lactamase-producing Escherichia coli bacteraemia. Scandinavian journal of infectious diseases. Nov 2014;46(11):753-762.",Escherichia coli,eco,3g cephalosporins,BSI,Van Aken,2014,01/11-09/12,Retrospective case-control study,Sweden,70,140,1,AMR,,,median,sd,11,,,12,9,,,10,,,,,,,,0,0,FALSE,FALSE,FALSE
naylor_206,"Vitkauskiene A, Dambrauskiene A, Cerniauskiene K, Rimdeika R, Sakalauskas R. Risk factors and outcomes in patients with carbapenem-resistant Acinetobacter infection. Scandinavian Journal of Infectious Diseases. 2013;45:213–8. ",Acinetobacter baumannii,aba,carbapenems,INF,Vitkauskiene,2013,08/2010-01/2011 ,Cohort,Lithuania,40,59,1,AMR,,,mean,sd,35.63,,,27.44,22.89,,,14.76,0.005,,,,,,"adults, gives count breakdown of source, after infection",0,0,FALSE,FALSE,FALSE
zhen_65,"Webb M, Riley LW, Roberts RB. Cost of hospitalization for and risk factors
associated with vancomycin-resistant Enterococcus faecium infection and
colonization. Clin Infect Dis. 2001;33:445–52.",Enterococcus faecium,efa,vancomycin,COL/INF,Webb,2001,01/1995-12/1996,Case-control,USA,262,157,1,AMR,,,mean,range,48.8,1,390,,34.2,1,501,,,,,,,,"total duration, note also provides  mean cost per person-day of hospitalization but not cost per hospital spell",0,0,FALSE,FALSE,FALSE
naylor_52_refs,"White VL, Moore-Gillon J. Resource implications of patients with multidrug resistant tuberculosis. Thorax 2000;
55: 962–963",Tuberculosis,tb,MDR,RTI,White,2000,1996–1999,Cohort,England,9,18,1,AMR,,,mean,range,77,0,274,,10,0,58,,,,,,,,inpatient days,0,0,FALSE,FALSE,FALSE
naylor_212,"Willmann M, Kuebart I, Marschal M, Schröppel K, Vogel W, Flesch I, et al. Effect of metallo-?-lactamase production and multidrug resistance on clinical outcomes in patients with Pseudomonas aeruginosa bloodstream infection: a retrospective cohort study. BMC Infectious Diseases. 2013;13:515. ",Pseudomonas aeruginosa,pae,MBL,BSI,Willmann,2013,2006-2012,Cohort,Germany,18,95,1,AMR,,,median,IQR,23,20,45,,15,8,41,,0.03,,,,,,adults,0,0,FALSE,FALSE,FALSE
naylor_214,"Wu YH, Chen PL, Hung YP, Ko WC. Risk factors and clinical impact of levofloxacin or cefazolin nonsusceptibility or ESBL production among uropathogens in adults with community-onset urinary tract infections. Journal of Microbiology, Immunology and Infection. Elsevier Taiwan LLC; 2014;47:197–203. ",Enterobacteriaceae,ent,ESBL,UTI,Wu,2014,08/2009-01/2012,Cohort,Taiwan,14,122,1,AMR,,,mean,sd,16.7,,,10.9,9.6,,,7.3,,,,,,,"adults, p <0.01",0,0,FALSE,FALSE,FALSE
cassini_316,"Yoo J-H, Lee, D-G., Choi, SM., Choi, J-H., Shin, W-S., Kim, M., Yong, D., Lee, K., Min, W-S., Kim, C-C. Vancomycin-resistant Enterococcal Bacteremia in a Hematology Unit: Molecular Epidemioogy and Analysis of Clinical Course. Journal of Korean medical science. 2005;20:169-176.",Enterococcus,efa,vancomycin,BSI,Yoo,2005,2000-2001,"Retrospective cohort study",South Korea,19,8,1,AMR,,,mean,sd,22.9,,,13.3,20.7,,,16.7,,,,,,,after bacteraemia,0,0,FALSE,FALSE,FALSE
zhen_99,"zhen X, Chen Y, Hu X, Dong P, Gu S, Sheng YY, et al. The difference in medical costs between carbapenem-resistant Acinetobacter baumannii and non-resistant groups: a case study from a hospital in Zhejiang province, China. Eur J Clin Microbiol Infect Dis. 2017;36:1989–94.",Acinetobacter baumannii,aba,carbapenems,COL/INF,zhen,2017,2013-2015,Retrospective cohort study,China,2126,854,0,AMR,2015,USD,mean,se,30575.14,,,0.37,19783.49,,,0.36,,,,,,,"total inpatient cost, has some % (not 100%) of syndromes for the infections",0,0,FALSE,FALSE,FALSE
cassini_237,"Gimenes M, Salci TP, Tognim MCB, Siqueira VLD, Caparroz-Assef SM. Treating Staphylococcus aureus infections in an intensive care unit at a University Hospital in Brazil. International Journal of Clinical Pharmacy. 2016;38(2):228-232.",Staphylococcus aureus,sau,methicillin,INF,Gimenes,2016,2006-2011,Retrospective study,Brazil,7123,7123,1,AMR,,,median,IQR+,20,,,20,19,,,17,,,,,,,"all patients were in ICU, matched on ICU",0,0,FALSE,FALSE,FALSE
