"","syndrome","gram.stain","class","bacteria","bacteria.code","Country (ISO3 Code)","AMR_or_DRI","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both","adj.factor","Scenario 2 Mean Cost"
"6560","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GAB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","income",7,291,96,707,"income",4,2953,-180,6207,1622,78,5481,2.69094837960021,1074.06597846366
"6562","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","UZB","AMR","EURO B","Europe & Central Asia","EURO","Lower middle income","whoc",3,205,51,481,"global",10,14,-14,42,109,-11,427,2.68623198395786,755.677556711361
"6565","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","VUT","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","whoc",4,276,6,782,"whoc",3,3620,-997,8161,1948,-140,7434,2.68623198395786,1017.40002757237
"6569","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BEL","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,3878,-1822,13366,"income",6,15,-14,41,1947,-960,10767,1.87079156449068,11132.9296870949
"6571","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CIV","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",21,73,24,167,"global",10,14,-15,42,44,-11,146,2.68623198395786,269.094934828924
"6572","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","IRQ","AMR","EMRO D","Middle East & North Africa","EMRO","Upper middle income","income",7,47,16,114,"income",4,2955,-381,6187,1501,14,5729,2.69094837960021,173.47457384121
"6574","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","AND","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,5379,-1146,16904,"income",6,14,-13,41,2697,-253,13895,1.87079156449068,15441.9878253954
"6575","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ATG","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,631,-384,2201,"whoc",1,2277,-2147,6960,1454,-1527,5928,1.87079156449068,1811.46947719362
"6578","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BDI","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",21,11,4,25,"global",10,15,-13,42,13,-8,38,2.68623198395786,40.5485518235365
"6581","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","URY","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,433,-335,1578,"whoc",1,2308,-2296,6525,1370,-1493,5815,1.87079156449068,1243.05274742446
"6582","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BGD","AMR","SEARO D","South Asia","SEARO","Lower middle income","global",21,43,15,93,"global",10,15,-14,42,29,-8,81,2.68623198395786,158.507975310188
"6583","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GNB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",21,28,10,67,"global",10,14,-14,42,21,-9,59,2.68623198395786,103.21449555082
"6585","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BRA","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,54,-43,188,"whoc",1,2334,-2741,6659,1194,-1645,6157,2.69094837960021,199.311212498411
"6587","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","YEM","AMR","EMRO D","Middle East & North Africa","EMRO","Low income","global",21,178,61,402,"global",10,14,-13,41,96,-9,352,2.68623198395786,656.149293144499
"6588","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","HTI","AMR","AMRO D","Latin America & Caribbean","PAHO","Low income","wbregion",1,12,-8,43,"wbregion",1,2132,-2561,6660,1072,-1825,5952,2.68623198395786,44.2347838074943
"6592","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","AGO","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",21,213,72,491,"global",10,15,-12,39,114,-8,433,2.68623198395786,785.167412583024
"6593","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","COD","AMR","AFRO E","Sub-Saharan Africa","AFRO","Low income","global",21,11,4,24,"global",10,15,-12,41,13,-8,37,2.68623198395786,40.5485518235365
"6597","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CPV","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",21,141,49,312,"global",10,14,-14,41,77,-8,277,2.68623198395786,519.758709738058
"6598","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","OMN","AMR","EMRO E","Middle East & North Africa","EMRO","High income","income",14,1068,356,2477,"income",6,14,-16,40,541,-11,2133,1.87079156449068,3066.00539087605
"6599","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","HRV","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,1075,-381,3201,"income",6,15,-16,44,545,-84,2665,1.87079156449068,3086.10093182748
"6600","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CZE","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,1545,-504,4947,"income",6,14,-14,41,779,-182,4107,1.87079156449068,4435.3729671381
"6602","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CMR","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",21,61,20,141,"global",10,14,-14,40,37,-10,118,2.68623198395786,224.860151021429
"6607","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","LBY","AMR","EMRO E","Middle East & North Africa","EMRO","Upper middle income","income",7,285,98,640,"income",4,2919,-405,6021,1602,69,5540,2.69094837960021,1051.92028818606
"6614","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GNQ","AMR","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","income",7,622,205,1468,"income",4,2977,-165,6230,1800,142,5696,2.69094837960021,2295.76989211133
"6616","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BRB","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,1151,-732,4018,"whoc",1,2310,-2043,6752,1730,-1508,6074,1.87079156449068,3304.28109072877
"6618","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ZAF","AMR","AFRO E","Sub-Saharan Africa","AFRO","Upper middle income","income",7,199,67,452,"income",4,2874,-23,5856,1536,63,5354,2.69094837960021,734.498727540442
"6619","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","HUN","AMR","EURO C","Europe & Central Asia","EURO","High income","whoc",1,2116,411,5290,"income",6,14,-14,40,1065,-10,4557,1.87079156449068,6074.59495046228
"6620","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GEO","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","whoc",3,131,32,325,"income",4,2999,-190,6095,1565,29,5637,2.69094837960021,483.514237727628
"6628","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CRI","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,370,-250,1327,"whoc",1,2294,-2038,6974,1332,-1388,6246,2.69094837960021,1365.65090045208
"6631","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","DEU","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,3841,-1136,12450,"income",6,15,-11,42,1928,-485,10532,1.87079156449068,11026.7103992087
"6633","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","PLW","AMR","WPRO B","East Asia & Pacific","WPRO","High income","whoc",4,1431,-99,3950,"whoc",3,3685,-861,8026,2558,-428,7385,1.87079156449068,4108.10272878616
"6637","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","AUT","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,4356,-2136,14081,"income",6,14,-14,43,2185,-863,11679,1.87079156449068,12505.1680549214
"6638","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","LCA","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,374,-247,1266,"whoc",1,2366,-1875,6788,1370,-1208,6042,2.69094837960021,1380.41469397048
"6639","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","JPN","AMR","WPRO A","East Asia & Pacific","WPRO","High income","income",14,4346,1470,10047,"income",6,14,-12,40,2180,-8,8358,1.87079156449068,12476.4601392765
"6640","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BEN","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",21,36,13,79,"global",10,15,-13,44,26,-9,69,2.68623198395786,132.704351422483
"6645","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GRC","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,2124,-501,7220,"income",6,15,-12,41,1069,-266,5911,1.87079156449068,6097.5612829782
"6646","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","AUS","AMR","WPRO A","East Asia & Pacific","WPRO","High income","income",14,6931,2200,17291,"income",6,14,-13,42,3472,-9,14453,1.87079156449068,19897.4563334849
"6647","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BRN","AMR","WPRO A","East Asia & Pacific","WPRO","High income","income",14,2903,900,6451,"income",6,14,-14,40,1458,-9,5534,1.87079156449068,8333.90791171644
"6649","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","ZMB","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",21,31,10,71,"global",10,15,-13,42,23,-8,63,2.68623198395786,114.273191502694
"6650","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","IDN","AMR","SEARO B","East Asia & Pacific","SEARO","Lower middle income","wbregion",5,78,2,218,"wbregion",3,3674,-749,7933,1876,-56,7351,2.68623198395786,287.526094748713
"6651","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GHA","AMR","AFRO D","Sub-Saharan Africa","AFRO","Lower middle income","global",21,48,17,105,"global",10,14,-14,42,31,-10,93,2.68623198395786,176.939135229977
"6659","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CUB","AMR","AMRO A","Latin America & Caribbean","PAHO","Upper middle income","whoc",10,349,97,774,"whoc",6,14,-14,41,181,-10,683,2.69094837960021,1288.14098448047
"6661","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","PAN","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,384,-291,1437,"whoc",1,2257,-2251,6639,1321,-1588,5891,1.87079156449068,1102.38396076442
"6662","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","DJI","AMR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","global",21,158,54,360,"global",10,14,-15,41,86,-9,315,2.68623198395786,582.424653465342
"6664","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","PNG","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","whoc",4,96,-5,274,"whoc",3,3679,-1213,8308,1887,-157,7613,2.68623198395786,353.878270459955
"6668","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","AZE","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","whoc",3,222,59,549,"income",4,2962,-48,5995,1592,54,5481,2.69094837960021,819.390540271247
"6669","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","LKA","AMR","SEARO B","South Asia","SEARO","Upper middle income","income",7,55,18,118,"income",4,2927,-332,6051,1491,14,5738,2.69094837960021,203.002160878012
"6670","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","PAK","AMR","EMRO D","South Asia","EMRO","Lower middle income","global",21,40,13,91,"global",10,15,-11,41,28,-8,78,2.68623198395786,147.449279358314
"6671","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BFA","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",21,28,9,60,"global",10,13,-15,42,21,-9,54,2.68623198395786,103.21449555082
"6673","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GMB","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",21,38,14,84,"global",10,14,-13,42,26,-9,72,2.68623198395786,140.076815390399
"6676","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GRD","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,340,-239,1219,"whoc",1,2309,-2457,6937,1325,-1695,6135,2.69094837960021,1254.92244906407
"6681","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","IND","AMR","SEARO D","South Asia","SEARO","Lower middle income","global",21,70,25,169,"global",10,15,-12,45,42,-8,136,2.68623198395786,258.03623887705
"6682","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GIN","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",21,24,9,51,"global",10,14,-13,43,19,-10,46,2.68623198395786,88.4695676149886
"6684","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","AFG","AMR","EMRO D","South Asia","EMRO","Low income","global",21,7,3,16,"global",10,14,-12,41,11,-8,36,2.68623198395786,25.803623887705
"6689","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","COL","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,180,-120,615,"whoc",1,2125,-2233,6419,1152,-1593,5745,2.69094837960021,664.370708328038
"6690","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","CYP","AMR","EMRO E","Europe & Central Asia","EURO","High income","income",14,3081,918,7297,"income",6,14,-13,41,1548,-9,6421,1.87079156449068,8844.90881019579
"6692","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","PER","AMR","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","income",7,201,69,458,"income",4,3004,-171,6360,1603,59,5717,2.69094837960021,741.880624299642
"6693","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","DMA","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,422,-275,1437,"whoc",1,2254,-1911,6762,1338,-1445,5929,2.69094837960021,1557.58021619129
"6695","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","POL","AMR","EURO B","Europe & Central Asia","EURO","High income","whoc",3,893,224,2200,"income",6,14,-13,43,453,-10,1843,1.87079156449068,2563.61686709018
"6698","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","THA","AMR","SEARO B","East Asia & Pacific","SEARO","Upper middle income","income",7,154,51,346,"income",4,2903,-149,5970,1529,42,5528,2.69094837960021,568.406050458432
"6700","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","LSO","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",21,45,15,102,"global",10,15,-13,42,30,-8,88,2.68623198395786,165.880439278104
"6703","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","MAR","AMR","EMRO D","Middle East & North Africa","EMRO","Lower middle income","global",21,135,45,327,"global",10,15,-14,44,75,-10,268,2.68623198395786,497.641317834311
"6707","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GTM","AMR","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","income",7,93,31,221,"income",4,2974,-277,6150,1534,27,5887,2.69094837960021,343.25819930282
"6709","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","COG","AMR","AFRO E","Sub-Saharan Africa","AFRO","Lower middle income","global",21,122,43,273,"global",10,15,-13,43,68,-8,247,2.68623198395786,449.720302042859
"6717","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","TCD","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",21,32,11,75,"global",10,14,-11,40,23,-7,64,2.68623198395786,117.959423486652
"6721","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","SRB","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","whoc",3,933,240,2222,"income",4,2981,-167,6216,1957,137,5621,2.69094837960021,3443.654838167
"6723","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","PHL","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","whoc",4,86,-4,236,"whoc",3,3679,-858,8322,1883,-93,7493,2.68623198395786,317.015950620376
"6731","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","LTU","AMR","EURO C","Europe & Central Asia","EURO","High income","whoc",1,2062,366,5420,"income",6,15,-15,45,1038,-10,4507,1.87079156449068,5919.57220597978
"6732","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","FSM","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","whoc",4,213,-4,613,"whoc",3,3800,-817,8542,2007,-72,7695,2.68623198395786,785.167412583024
"6738","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","GUY","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,60,-33,212,"whoc",1,2380,-2261,6880,1220,-1410,6243,2.69094837960021,221.456902776013
"6740","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","COK","AMR","WPRO B",NA,"WPRO",NA,"whoc",4,686,-11,1999,"whoc",3,3833,-838,8368,2260,-193,7681,NA,NA
"6744","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","MYS","AMR","WPRO B","East Asia & Pacific","WPRO","Upper middle income","whoc",4,420,-26,1199,"whoc",3,3644,-978,8460,2032,-409,7566,2.69094837960021,1550.19831943209
"6745","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","KNA","AMR","AMRO B","Latin America & Caribbean","PAHO","High income","whoc",1,649,-385,2191,"whoc",1,2336,-2431,6909,1492,-1577,6100,1.87079156449068,1863.14372535445
"6746","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","DZA","AMR","AFRO D","Middle East & North Africa","AFRO","Upper middle income","income",7,344,112,814,"income",4,2910,-288,6232,1627,76,5544,2.69094837960021,1269.68624258247
"6748","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","TGO","AMR","AFRO D","Sub-Saharan Africa","AFRO","Low income","global",21,21,7,47,"global",10,14,-11,42,18,-8,44,2.68623198395786,77.4108716631151
"6751","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","KAZ","AMR","EURO C","Europe & Central Asia","EURO","Upper middle income","whoc",1,814,132,2181,"income",4,2912,-208,6056,1863,78,5440,2.69094837960021,3004.43198099457
"6754","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","KIR","AMR","WPRO B","East Asia & Pacific","WPRO","Lower middle income","whoc",4,91,3,250,"whoc",3,3697,-806,7834,1894,-348,7291,2.68623198395786,335.447110540165
"6755","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","DOM","AMR","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","whoc",1,179,-109,672,"whoc",1,2371,-2194,7099,1275,-1550,6319,2.69094837960021,660.679759948438
"6759","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","TKM","AMR","EURO B","Europe & Central Asia","EURO","Upper middle income","whoc",3,680,158,1683,"income",4,2972,-357,6330,1826,114,5693,2.69094837960021,2509.84489812814
"6760","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","BTN","AMR","SEARO D","South Asia","SEARO","Lower middle income","global",21,474,161,1064,"global",10,14,-15,40,244,-9,902,2.68623198395786,1747.27396039603
"6762","COL/INF","gn","carbapenems","Acinetobacter baumannii","aba","LUX","AMR","EURO A","Europe & Central Asia","EURO","High income","whoc",1,12758,-5464,41029,"income",6,14,-13,42,6386,-1267,33952,1.87079156449068,36625.5587797721
