"","Country (ISO3 Code)","WHO-CHOICE Region","World Bank Geographical Region","World Health Organization Region","World Bank Income Status","Gram stain","Antibiotic Class","Syndrome","Regional Level of MA for LOS","Number of Studies in MA for LOS","Mean Cost - from Excess LOS","Low 95% UI Bound - from Excess LOS","High 95% UI Bound - from Excess LOS","Regional Level of MA for Extracted Costs","Number of Studies in MA for Extracted Costs","Mean Cost - from Extracted Costs","Low 95% UI Bound - from Exctraced Costs","High 95% UI Bound - from Extraced Costs","Mean Cost - Across Both","Low 95% UI Bound - Across Both","High 95% UI Bound - Across Both"
"1202","GNB","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSI","global",2,34,11,87,"global",2,36825,-11599,88736,18430,-6229,79438
"1203","GNB","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","penicillins","SSTI","global",2,52,9,144,"global",2,614,-471,1725,333,-255,1541
"1204","GNB","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","3g cephalosporins","UTI","global",4,16,5,38,"global",2,1587,-771,3964,801,-408,3559
"1205","GNB","AFRO D","Sub-Saharan Africa","AFRO","Low income","gn","carbapenems","UTI","global",2,43,2,121,NA,NA,NA,NA,NA,43,2,121
"1206","GNB","AFRO D","Sub-Saharan Africa","AFRO","Low income","gp","glycopeptides","UTI","global",1,7,-272,303,NA,NA,NA,NA,NA,7,-272,303
"1207","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gp","penicillins","B-J","income",1,2594,-2862,10551,NA,NA,NA,NA,NA,2594,-2862,10551
"1208","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gn","3g cephalosporins","BSI","income",13,1057,292,2470,"income",3,311,-163,737,684,-77,2165
"1209","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gn","carbapenems","BSI","income",3,-561,-3480,2372,NA,NA,NA,NA,NA,-561,-3480,2372
"1210","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gp","glycopeptides","BSI","global",14,1673,579,3679,"global",5,2860,-703,6471,2267,-80,5856
"1211","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gp","penicillins","BSI","income",6,1284,-13,3875,"income",2,126,-94,365,705,-81,3100
"1212","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gn","3g cephalosporins","COL/INF","whoc",1,820,316,1774,"whoc",1,113,-113,337,467,-78,1552
"1213","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gn","carbapenems","COL/INF","income",7,670,211,1634,"income",4,2940,-156,6236,1805,137,5607
"1214","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gp","glycopeptides","COL/INF","global",7,1062,31,2893,"global",4,20900,-2679,45320,10981,-52,39848
"1215","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gp","penicillins","COL/INF","income",1,204,76,441,"global",7,2946,-3822,10248,1575,-2383,8948
"1216","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gn","3g cephalosporins","RTI","income",7,78,-954,1245,NA,NA,NA,NA,NA,78,-954,1245
"1217","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gn","carbapenems","RTI","income",1,8964,-9354,34284,"income",1,6253,-6130,18637,7608,-7611,26722
"1218","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","tb","mdr","RTI","global",3,29520,-12941,92935,"global",1,45357,-46509,131827,37438,-39955,119501
"1219","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gp","penicillins","RTI","income",3,298,33,795,"global",5,-740,-5070,4066,-221,-4563,3124
"1220","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gp","penicillins","SSI","global",2,1580,532,3632,"global",2,36303,-15933,87410,18942,-6913,80268
"1221","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gp","penicillins","SSTI","income",2,2462,471,6274,"income",1,5554,-5208,16566,4008,-3934,14524
"1222","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gn","3g cephalosporins","UTI","global",4,731,245,1697,"global",2,1596,-729,3894,1164,-336,3539
"1223","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gn","carbapenems","UTI","global",2,1974,136,5682,NA,NA,NA,NA,NA,1974,136,5682
"1224","GNQ","AFRO D","Sub-Saharan Africa","AFRO","Upper middle income","gp","glycopeptides","UTI","global",1,408,-11390,14526,NA,NA,NA,NA,NA,408,-11390,14526
"1225","GRC","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,227,-2182,2888,NA,NA,NA,NA,NA,227,-2182,2888
"1226","GRC","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","whoc",13,1522,392,3724,"whoc",4,1678,-5994,9416,1600,-5036,8411
"1227","GRC","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","whoc",5,2564,456,6332,NA,NA,NA,NA,NA,2564,456,6332
"1228","GRC","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","whoc",2,5311,599,14038,"whoc",1,37950,-27639,111473,21630,-19661,100688
"1229","GRC","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","whoc",6,819,-2859,5387,"whoc",1,1817,-1546,5183,1318,-2338,5199
"1230","GRC","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,5502,1646,12426,"income",2,26238,-14243,65832,15870,-9759,61324
"1231","GRC","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","COL/INF","whoc",1,2065,-680,6620,"income",6,19024,1027,37426,10544,-579,34587
"1232","GRC","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","COL/INF","whoc",1,3817,-550,11613,"whoc",1,32952,-26473,94691,18384,-19169,82678
"1233","GRC","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","COL/INF","whoc",2,3803,1378,8046,"whoc",2,10130,-3937,24032,6966,-1812,21932
"1234","GRC","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","RTI","income",6,-344,-1777,653,NA,NA,NA,NA,NA,-344,-1777,653
"1235","GRC","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","RTI","whoc",2,2148,-896,7074,"global",1,6119,-6075,18721,4133,-4480,16384
"1236","GRC","EURO A","Europe & Central Asia","EURO","High income","tb","mdr","RTI","whoc",1,22978,2194,61863,"income",1,47202,-41579,140133,35090,-29308,127279
"1237","GRC","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","RTI","whoc",3,4356,1376,9650,"whoc",1,34502,-32721,95312,19429,-19468,87796
"1238","GRC","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSI","income",2,2620,813,5887,"income",2,37139,-12350,88408,19879,-6206,79874
"1239","GRC","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","SSTI","income",1,3167,870,7762,"income",1,570,-491,1713,2302,-248,7001
"1240","GRC","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","UTI","whoc",1,1418,496,2949,"whoc",1,1360,-1090,3960,1389,-653,3670
"1241","GRC","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","UTI","whoc",1,2091,-464,6648,NA,NA,NA,NA,NA,2091,-464,6648
"1242","GRC","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","UTI","income",1,588,-20767,20784,NA,NA,NA,NA,NA,588,-20767,20784
"1243","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","B-J","whoc",1,1465,-1435,5953,NA,NA,NA,NA,NA,1465,-1435,5953
"1244","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","BSI","whoc",2,1139,-43,3072,"income",3,322,-141,783,731,-120,2623
"1245","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","BSI","whoc",2,14,-1673,1684,NA,NA,NA,NA,NA,14,-1673,1684
"1246","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","BSI","global",14,863,308,1872,"global",5,2837,-789,6706,1850,-254,6057
"1247","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","BSI","income",6,639,-38,1718,"income",2,126,-105,353,382,-89,1528
"1248","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","COL/INF","whoc",4,1157,438,2352,"whoc",1,1574,-1426,4480,1365,-986,3970
"1249","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","COL/INF","whoc",1,324,-233,1052,"whoc",1,2224,-2343,7149,1274,-1623,6088
"1250","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","COL/INF","global",7,538,-10,1406,"global",4,21772,-2953,43489,11155,-54,40825
"1251","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","COL/INF","whoc",1,106,41,213,"global",7,3019,-4084,10196,1562,-2972,9139
"1252","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","RTI","income",7,39,-543,645,NA,NA,NA,NA,NA,39,-543,645
"1253","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","RTI","income",1,4761,-3404,17358,"income",1,6121,-6746,17918,5441,-5114,17513
"1254","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","tb","mdr","RTI","global",3,15407,-6807,49737,"global",1,48507,-38657,144171,31957,-27674,130458
"1255","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","RTI","income",3,153,1,386,"global",5,-764,-5448,3661,-305,-4529,3211
"1256","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSI","global",2,794,268,1713,"global",2,36458,-11922,85279,18626,-4124,78178
"1257","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSTI","income",2,1272,265,3060,"income",1,5614,-6039,17554,3443,-3947,15363
"1258","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","UTI","global",4,372,120,836,"global",2,1587,-971,3946,979,-416,3629
"1259","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","UTI","global",2,1008,-55,2515,NA,NA,NA,NA,NA,1008,-55,2515
"1260","GRD","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","UTI","global",1,224,-5951,6661,NA,NA,NA,NA,NA,224,-5951,6661
"1261","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","B-J","income",1,402,-508,1694,NA,NA,NA,NA,NA,402,-508,1694
"1262","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","BSI","income",13,159,53,378,"income",3,317,-156,789,238,-82,708
"1263","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","BSI","income",3,-99,-659,335,NA,NA,NA,NA,NA,-99,-659,335
"1264","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","BSI","global",14,254,87,569,"global",5,2846,-477,6241,1550,20,5673
"1265","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","BSI","income",6,193,3,542,"income",2,122,-109,356,157,-80,459
"1266","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","COL/INF","income",6,298,114,659,"income",3,1220,-240,2624,759,8,2403
"1267","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","COL/INF","income",7,101,33,227,"income",4,2924,-46,6138,1513,30,5544
"1268","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","COL/INF","global",7,161,2,432,"global",4,21405,-967,43488,10783,-4,40220
"1269","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","COL/INF","income",1,31,12,67,"global",7,2988,-4200,9843,1510,-3206,8714
"1270","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","RTI","income",7,11,-144,170,NA,NA,NA,NA,NA,11,-144,170
"1271","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","RTI","income",1,1386,-1074,5139,"income",1,6336,-6462,18682,3861,-4116,16108
"1272","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","tb","mdr","RTI","global",3,4533,-1441,14470,"global",1,45829,-55508,143988,25181,-35664,125159
"1273","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","RTI","income",3,44,4,120,"global",5,-781,-5210,3495,-368,-4543,2821
"1274","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSI","global",2,238,81,534,"global",2,36052,-14563,83049,18145,-5401,77010
"1275","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSTI","income",2,375,71,891,"income",1,5518,-4850,15906,2946,-3271,14834
"1276","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","UTI","global",4,113,35,264,"global",2,1554,-742,3899,833,-468,3534
"1277","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","UTI","global",2,308,33,869,NA,NA,NA,NA,NA,308,33,869
"1278","GTM","AMRO D","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","UTI","global",1,116,-1410,1904,NA,NA,NA,NA,NA,116,-1410,1904
"1279","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","B-J","whoc",1,232,-289,986,NA,NA,NA,NA,NA,232,-289,986
"1280","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","BSI","whoc",2,205,0,523,"income",3,306,-161,771,256,-94,718
"1281","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","BSI","whoc",2,2,-334,363,NA,NA,NA,NA,NA,2,-334,363
"1282","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","BSI","global",14,153,53,331,"global",5,2907,-661,6592,1530,-143,5980
"1283","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","BSI","income",6,119,-3,346,"income",2,127,-115,375,123,-73,365
"1284","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","COL/INF","whoc",4,206,78,434,"whoc",1,1560,-1441,4610,883,-981,4025
"1285","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","COL/INF","whoc",1,59,-40,222,"whoc",1,2401,-2190,6980,1230,-1602,6190
"1286","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","COL/INF","global",7,97,8,279,"global",4,22043,-1329,46094,11070,2,41771
"1287","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","COL/INF","whoc",1,19,8,41,"global",7,3085,-3864,10347,1552,-3204,9395
"1288","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","RTI","income",7,7,-82,117,NA,NA,NA,NA,NA,7,-82,117
"1289","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","RTI","income",1,862,-531,2835,"income",1,6407,-5257,19345,3635,-3775,17322
"1290","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","tb","mdr","RTI","global",3,2676,-899,8912,"global",1,47846,-42552,133776,25261,-27539,122910
"1291","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","RTI","income",3,27,1,72,"global",5,-761,-4915,3784,-367,-4253,2885
"1292","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSI","global",2,143,52,324,"global",2,37144,-11461,87681,18644,-3324,79449
"1293","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","penicillins","SSTI","income",2,230,46,558,"income",1,5402,-4994,16050,2816,-3287,14577
"1294","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","3g cephalosporins","UTI","global",4,67,21,152,"global",2,1523,-811,3778,795,-544,3454
"1295","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gn","carbapenems","UTI","global",2,184,8,473,NA,NA,NA,NA,NA,184,8,473
"1296","GUY","AMRO B","Latin America & Caribbean","PAHO","Upper middle income","gp","glycopeptides","UTI","global",1,34,-960,1122,NA,NA,NA,NA,NA,34,-960,1122
"1297","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","B-J","whoc",1,311,-323,1167,NA,NA,NA,NA,NA,311,-323,1167
"1298","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","3g cephalosporins","BSI","whoc",2,249,4,697,"global",9,328,-117,772,289,-56,755
"1299","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","carbapenems","BSI","whoc",2,15,-357,384,NA,NA,NA,NA,NA,15,-357,384
"1300","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","glycopeptides","BSI","global",14,191,66,458,"global",5,2796,-615,6281,1494,-137,5555
"1301","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","BSI","global",27,121,39,281,"global",12,227,-48,511,174,-20,465
"1302","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","3g cephalosporins","COL/INF","whoc",4,254,98,572,"whoc",1,1622,-1233,4705,938,-763,4031
"1303","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","carbapenems","COL/INF","whoc",1,78,-47,253,"whoc",1,2236,-1918,6442,1157,-1488,5802
"1304","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","glycopeptides","COL/INF","global",7,120,0,342,"global",4,21396,-796,45096,10758,-2,40961
"1305","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","COL/INF","whoc",1,23,9,53,"global",7,3382,-3807,10580,1703,-2911,9477
"1306","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","3g cephalosporins","RTI","global",7,11,-113,136,NA,NA,NA,NA,NA,11,-113,136
"1307","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","carbapenems","RTI","global",4,49,-175,341,"global",1,6225,-6568,17668,3137,-3978,15946
"1308","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","tb","mdr","RTI","global",3,3457,-1429,11640,"global",1,48139,-41612,135978,25798,-31937,121677
"1309","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","RTI","global",13,49,7,129,"global",5,-681,-5268,3532,-316,-4410,3017
"1310","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","SSI","global",2,178,63,398,"global",2,36536,-12484,88200,18357,-5864,79521
"1311","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","penicillins","SSTI","global",2,281,64,719,"global",2,625,-468,1759,453,-316,1601
"1312","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","3g cephalosporins","UTI","global",4,83,29,197,"global",2,1555,-775,3813,819,-538,3490
"1313","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gn","carbapenems","UTI","global",2,220,3,672,NA,NA,NA,NA,NA,220,3,672
"1314","HND","AMRO B","Latin America & Caribbean","PAHO","Lower middle income","gp","glycopeptides","UTI","global",1,43,-1259,1306,NA,NA,NA,NA,NA,43,-1259,1306
"1315","HRV","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","B-J","income",1,63,-1316,1438,NA,NA,NA,NA,NA,63,-1316,1438
"1316","HRV","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","BSI","whoc",13,751,196,1784,"whoc",4,1384,-6910,9651,1068,-5328,8204
"1317","HRV","EURO A","Europe & Central Asia","EURO","High income","gn","carbapenems","BSI","whoc",5,1289,213,3601,NA,NA,NA,NA,NA,1289,213,3601
"1318","HRV","EURO A","Europe & Central Asia","EURO","High income","gp","glycopeptides","BSI","whoc",2,2711,279,7057,"whoc",1,35855,-34398,104677,19283,-26187,94899
"1319","HRV","EURO A","Europe & Central Asia","EURO","High income","gp","penicillins","BSI","whoc",6,466,-1330,2532,"whoc",1,1795,-1787,5199,1131,-1596,4683
"1320","HRV","EURO A","Europe & Central Asia","EURO","High income","gn","3g cephalosporins","COL/INF","income",6,2748,871,6881,"income",2,27190,-14505,68299,14969,-9281,62073
